Input file; Time; Memory; Instr.; User-Defined
fuzzer-out/afl/queue/id:000000,orig:example.txt; 138339699; 251658240; 54; 0
fuzzer-out/afl/queue/id:000001,src:000000,op:havoc,rep:16,+cov; 126878114; 251658240; 54; 0
fuzzer-out/afl/queue/id:000002,src:000000,op:havoc,rep:128; 135833695; 251658240; 47; 0
