Time(sec); File; Runtime; Memory; Instr.; User-Defined; Patch-Touch; Patch-Dist.; Output Diff.; Decision Dist.
13; ../hydiff-out/afl/queue/id:000000,orig:example.txt; 159450876; 449839104; 21498; 0; 0; []; 0; 0
